01-01-2019;28.32;10.07;-4.08;-9.91;-7.41;-12.55;-17.25;-15.07;-4.93;-6.33;-4.93;0.45;0.12;-0.02;0;-0.03;1.97;9.06;0.07;-4.97;-6.98;-24.93;-4.87;-28.93;-33.57;-45.92;-48.29;-44.99;-48.93;-29.91;-0.01;37.43;48.06;50.74;47.57;43.94;40.97;44.95;49.64;53.67;56.01;56.95;62.08;62.11;57.99;55.64;55.13;50.76;42.91;45.22;45.63;44;43.88;45.92;51.07;52.77;62.89;60.03;58.19;62.99;63.52;64.67;65.24;67.76;68.41;69.55;67.28;69.46;68.38;61.72;53.72;49.98;50.73;47.11;47.07;46.94;47;46.91;49.59;55.32;55.78;55.52;55.23;53.58;51.74;51.6;51.41;51.69;52.59;54.66;54.1;51.89;46.58;45.43;43.96;31.41;26.9;25.12;24.12;22.04;18.37;22.09;23.35;28.76;36.63;40.46;45.85;49.8;51.36;51.74;51.92;53.22;56.62;56.92;61.64;59.44;52.75;51.9;51.38;49.96;50.29;47.72;48.38;48.02;44.23;47.17;48.19;49.11;50.44;53.4;56.55;60.02;60.22;55;52.39;51.57;54.71;63.43;67.37;67.2;66.03;55.36;58.59;53.7;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45
02-01-2019;-33.57;-45.92;-48.29;-44.99;-48.93;-29.91;-0.01;37.43;48.06;50.74;47.57;43.94;40.97;44.95;49.64;53.67;56.01;56.95;62.08;62.11;57.99;55.64;55.13;50.76;42.91;45.22;45.63;44;43.88;45.92;51.07;52.77;62.89;60.03;58.19;62.99;63.52;64.67;65.24;67.76;68.41;69.55;67.28;69.46;68.38;61.72;53.72;49.98;50.73;47.11;47.07;46.94;47;46.91;49.59;55.32;55.78;55.52;55.23;53.58;51.74;51.6;51.41;51.69;52.59;54.66;54.1;51.89;46.58;45.43;43.96;31.41;26.9;25.12;24.12;22.04;18.37;22.09;23.35;28.76;36.63;40.46;45.85;49.8;51.36;51.74;51.92;53.22;56.62;56.92;61.64;59.44;52.75;51.9;51.38;49.96;50.29;47.72;48.38;48.02;44.23;47.17;48.19;49.11;50.44;53.4;56.55;60.02;60.22;55;52.39;51.57;54.71;63.43;67.37;67.2;66.03;55.36;58.59;53.7;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46
03-01-2019;42.91;45.22;45.63;44;43.88;45.92;51.07;52.77;62.89;60.03;58.19;62.99;63.52;64.67;65.24;67.76;68.41;69.55;67.28;69.46;68.38;61.72;53.72;49.98;50.73;47.11;47.07;46.94;47;46.91;49.59;55.32;55.78;55.52;55.23;53.58;51.74;51.6;51.41;51.69;52.59;54.66;54.1;51.89;46.58;45.43;43.96;31.41;26.9;25.12;24.12;22.04;18.37;22.09;23.35;28.76;36.63;40.46;45.85;49.8;51.36;51.74;51.92;53.22;56.62;56.92;61.64;59.44;52.75;51.9;51.38;49.96;50.29;47.72;48.38;48.02;44.23;47.17;48.19;49.11;50.44;53.4;56.55;60.02;60.22;55;52.39;51.57;54.71;63.43;67.37;67.2;66.03;55.36;58.59;53.7;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89
04-01-2019;50.73;47.11;47.07;46.94;47;46.91;49.59;55.32;55.78;55.52;55.23;53.58;51.74;51.6;51.41;51.69;52.59;54.66;54.1;51.89;46.58;45.43;43.96;31.41;26.9;25.12;24.12;22.04;18.37;22.09;23.35;28.76;36.63;40.46;45.85;49.8;51.36;51.74;51.92;53.22;56.62;56.92;61.64;59.44;52.75;51.9;51.38;49.96;50.29;47.72;48.38;48.02;44.23;47.17;48.19;49.11;50.44;53.4;56.55;60.02;60.22;55;52.39;51.57;54.71;63.43;67.37;67.2;66.03;55.36;58.59;53.7;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28
05-01-2019;26.9;25.12;24.12;22.04;18.37;22.09;23.35;28.76;36.63;40.46;45.85;49.8;51.36;51.74;51.92;53.22;56.62;56.92;61.64;59.44;52.75;51.9;51.38;49.96;50.29;47.72;48.38;48.02;44.23;47.17;48.19;49.11;50.44;53.4;56.55;60.02;60.22;55;52.39;51.57;54.71;63.43;67.37;67.2;66.03;55.36;58.59;53.7;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28;-3.14;-12;-15.04;-11.09;-4.94;1.59;35.9;51.22;51.66;46.09;50.26;44.49;41.24;38.91;41.79;49.63;50.93;51.25;50.93;50.52;49.61;44.3;41.29;37.26
06-01-2019;50.29;47.72;48.38;48.02;44.23;47.17;48.19;49.11;50.44;53.4;56.55;60.02;60.22;55;52.39;51.57;54.71;63.43;67.37;67.2;66.03;55.36;58.59;53.7;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28;-3.14;-12;-15.04;-11.09;-4.94;1.59;35.9;51.22;51.66;46.09;50.26;44.49;41.24;38.91;41.79;49.63;50.93;51.25;50.93;50.52;49.61;44.3;41.29;37.26;35.18;35.82;34.99;34.56;30.8;33.41;47.4;53.73;57.02;58.38;56.54;55;53.92;53.31;52.63;52.12;51;53.91;46.35;42.73;40.32;39.93;39.66;32.04
07-01-2019;46.03;47.98;47.84;46.11;46.08;47.62;55.77;68.61;74.15;74.93;73.59;71.23;68.79;66.75;62.47;53.25;53.26;53.42;47.91;42.05;40.96;32.04;20.82;1.84;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28;-3.14;-12;-15.04;-11.09;-4.94;1.59;35.9;51.22;51.66;46.09;50.26;44.49;41.24;38.91;41.79;49.63;50.93;51.25;50.93;50.52;49.61;44.3;41.29;37.26;35.18;35.82;34.99;34.56;30.8;33.41;47.4;53.73;57.02;58.38;56.54;55;53.92;53.31;52.63;52.12;51;53.91;46.35;42.73;40.32;39.93;39.66;32.04;29.23;29.26;32.64;32.41;33.06;33.22;46.63;53.8;55.73;53.83;54.22;54.92;53.65;52.69;53.55;53.72;54.83;54.01;52.67;50.92;39.81;39.29;39.91;30.77
08-01-2019;17.94;20.91;7.78;14.33;18.56;18.57;35.81;43.87;46.93;43.88;43.85;46.74;43.94;43.21;43.81;45.6;35.21;45.64;45.63;37.94;39.53;35.97;29.72;22.55;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28;-3.14;-12;-15.04;-11.09;-4.94;1.59;35.9;51.22;51.66;46.09;50.26;44.49;41.24;38.91;41.79;49.63;50.93;51.25;50.93;50.52;49.61;44.3;41.29;37.26;35.18;35.82;34.99;34.56;30.8;33.41;47.4;53.73;57.02;58.38;56.54;55;53.92;53.31;52.63;52.12;51;53.91;46.35;42.73;40.32;39.93;39.66;32.04;29.23;29.26;32.64;32.41;33.06;33.22;46.63;53.8;55.73;53.83;54.22;54.92;53.65;52.69;53.55;53.72;54.83;54.01;52.67;50.92;39.81;39.29;39.91;30.77;26.35;25.23;22.77;24.02;25.63;28.06;35.38;46.04;49.96;50.56;46.1;46.02;43.94;46.64;55;55.9;57.43;58.72;55.06;53.85;49.52;42.35;42.44;41.11
09-01-2019;20.04;7.24;3.43;10.04;14.2;25.41;36.98;43.89;50.98;50.3;50.21;45.8;43.64;43.49;45.05;49.95;53.82;55.94;54.19;54.19;52.98;51.68;48.95;47.63;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28;-3.14;-12;-15.04;-11.09;-4.94;1.59;35.9;51.22;51.66;46.09;50.26;44.49;41.24;38.91;41.79;49.63;50.93;51.25;50.93;50.52;49.61;44.3;41.29;37.26;35.18;35.82;34.99;34.56;30.8;33.41;47.4;53.73;57.02;58.38;56.54;55;53.92;53.31;52.63;52.12;51;53.91;46.35;42.73;40.32;39.93;39.66;32.04;29.23;29.26;32.64;32.41;33.06;33.22;46.63;53.8;55.73;53.83;54.22;54.92;53.65;52.69;53.55;53.72;54.83;54.01;52.67;50.92;39.81;39.29;39.91;30.77;26.35;25.23;22.77;24.02;25.63;28.06;35.38;46.04;49.96;50.56;46.1;46.02;43.94;46.64;55;55.9;57.43;58.72;55.06;53.85;49.52;42.35;42.44;41.11;42.26;40.91;43.77;45.05;47.89;49.79;54.77;73.08;76.86;74.32;70.51;69.02;68.94;65.27;67.44;68.14;69;75.04;76.13;72.46;61.83;59.24;56.7;53.16
10-01-2019;46.48;49.08;47.11;48.8;48.5;49.8;56.97;72.6;81.17;81.79;81.15;80;76.39;75;76.06;75.4;76.78;83.45;85.15;78.16;71.92;67.43;60.49;54.45;47.84;46.58;45.74;43.81;46.24;46.46;51.29;60.53;60.02;62.92;61.58;60.6;51.89;50.8;45.46;42.2;45;51.51;48.59;49.2;44.99;44.93;46.4;43.46;47.24;45.88;44.61;42.9;42.03;39.33;42.98;41.23;42.12;45.1;44.27;44.18;42.05;38.61;37.76;33.03;35.84;44.24;46.29;40.05;38.15;30.26;40.2;30.89;23.35;12.4;19.01;23.51;23.25;20.01;20.8;22.14;23.68;25.05;26.3;30.81;27.06;8.5;-0.08;-0.01;-0.27;21.55;24.04;15.91;-0.02;-0.33;3.04;-7.28;-3.14;-12;-15.04;-11.09;-4.94;1.59;35.9;51.22;51.66;46.09;50.26;44.49;41.24;38.91;41.79;49.63;50.93;51.25;50.93;50.52;49.61;44.3;41.29;37.26;35.18;35.82;34.99;34.56;30.8;33.41;47.4;53.73;57.02;58.38;56.54;55;53.92;53.31;52.63;52.12;51;53.91;46.35;42.73;40.32;39.93;39.66;32.04;29.23;29.26;32.64;32.41;33.06;33.22;46.63;53.8;55.73;53.83;54.22;54.92;53.65;52.69;53.55;53.72;54.83;54.01;52.67;50.92;39.81;39.29;39.91;30.77;26.35;25.23;22.77;24.02;25.63;28.06;35.38;46.04;49.96;50.56;46.1;46.02;43.94;46.64;55;55.9;57.43;58.72;55.06;53.85;49.52;42.35;42.44;41.11;42.26;40.91;43.77;45.05;47.89;49.79;54.77;73.08;76.86;74.32;70.51;69.02;68.94;65.27;67.44;68.14;69;75.04;76.13;72.46;61.83;59.24;56.7;53.16;52.47;53.18;54.73;51.15;52.25;50.93;49.04;50.56;55.71;56.62;63.13;57.33;55.26;54.38;52.55;55.41;62.93;67.15;68.91;57.37;54.61;52.32;51.53;49.8
